n,p,k,temperature,humidity,ph,rainfall,label
63.364272244599896,51.0290739437736,42.91052025456774,29.862320711484273,87.65605567891241,5.62202317096285,125.45131422555758,Rice
99.46558314004702,41.22812387268361,54.825685882675636,29.753594807090032,93.68121443459647,6.979001595734307,326.0134555776825,Rice
75.05038342123663,32.50502150096006,71.08587663709747,26.70085099682966,80.6055502311744,6.8595315776421035,133.3592446918454,Rice
79.70500417163436,30.34060934302257,58.74642567976505,20.67563930818205,72.97044790670179,5.676289370165657,294.76309063481904,Rice
89.84179517061693,47.50106295291479,78.48690193898167,24.498446954284447,77.14280215704652,6.80289869228419,167.0787515558358,Rice
98.52890157762445,30.36463424069449,78.79515306830555,20.51791894340691,92.27857784245178,6.29155166362945,397.8894388357901,Rice
62.95186258941595,46.61562853203962,78.77210142476396,26.277174130041786,85.73496595338156,6.543623033476926,236.36231943033198,Rice
85.10232320336254,47.529429357693004,76.04632041963956,20.545356564097496,77.02407973980576,6.925617226114838,367.0791351672749,Rice
78.22627011142852,48.6039779340461,51.0952473192453,22.257453916685137,81.59246012349955,6.0300283420390794,275.0968335552616,Rice
63.10938547859939,59.23184422998499,79.44842977918412,28.37794056823694,83.402409158603,5.964291424429492,344.1385059120846,Rice
87.38924690215518,34.87850818034674,76.4370873797537,29.870446915078027,93.7449978322981,6.58857926258254,284.0245587807369,Rice
76.72972145162475,57.9818545006204,74.64255558001634,20.542624041274273,70.6591743624313,6.0646950503170745,343.1659992345499,Rice
99.49104517259778,34.512506733105845,63.7652286140854,24.570690279572258,94.24785994536508,6.763178384703563,351.49861141334134,Rice
78.7477263917988,42.44458507012995,50.93628287722825,20.676505959811124,91.61805940637633,6.719351513695116,399.91530198583916,Rice
99.86547348295622,46.66295116807882,70.75949660722043,31.337188758589136,91.24118476693529,5.871022152614796,235.16324059302806,Rice
65.1663766060598,58.621530817761666,64.2469853780352,22.743713666041554,86.79251711014642,6.427192360686844,207.44881540985216,Rice
64.54230368798517,50.14719586778399,60.812308036151734,29.26782070082767,83.00408752779984,6.77827225047781,265.5720516323457,Rice
82.43751886141546,56.29960807975035,56.13931464849588,21.60818274140769,70.71956690783347,6.632705883510429,286.09286540603944,Rice
88.16319072396894,36.388924845267326,45.45485902347079,20.174535988014583,78.76468897016493,6.38487653028195,217.67321352991968,Rice
77.49899688094916,57.12476083481245,53.930218680932015,26.167873869917727,89.59132531852858,6.094814173481906,286.626010068362,Rice
94.4945483498698,58.485618709729266,45.882939237161516,31.119051501937932,82.30290732698846,5.887366582448437,237.7407268714784,Rice
99.20130301141909,44.77854281978609,53.150064411500324,27.60081025180071,76.00364046945482,5.613794992162996,138.66391657319477,Rice
65.1218335583109,34.55708080536883,45.55308690597641,27.690496937638574,74.54700210997862,6.018500924985795,369.03652297180355,Rice
78.95846561051489,50.02673215563081,46.89279484806519,22.30746822570405,71.02171540666197,5.7534025946082465,183.57710170958757,Rice
67.08041937106987,32.66107601271167,44.82543484402403,25.52934521639271,75.15834296014481,6.0464047915721135,251.02518125645707,Rice
87.61579314517462,31.179364195232967,71.9764159563617,27.534804673890893,72.0439757987218,6.810367936160166,376.261720159544,Rice
62.44311839419455,38.30632944441611,72.24805119172245,28.9791162846039,74.61302548390944,5.814023985005066,211.1416308374146,Rice
79.38091940764085,48.54764314590888,54.75654558279089,25.550416593597774,88.68677345334392,5.555024804335897,175.73108330320622,Rice
88.5339834353821,56.856205130615976,60.467097684626644,26.385361823183786,72.6793002834944,6.171118550235182,259.78517993650695,Rice
69.69882014538919,38.07729692848143,55.091366524184906,20.240854373332716,78.05197913957946,5.817172010494817,198.2492056533744,Rice
64.79048527277004,56.71581842219685,63.743698142161946,28.149227829733874,89.72928096518345,6.247663298393586,126.0760864262271,Rice
81.48426167274191,47.60523354062637,69.81757896737321,25.179914554756152,73.18950756988909,5.925663858698087,208.92468891959052,Rice
85.83668965326405,47.12334914006736,54.243869035913846,31.838182985515758,85.14437048392217,5.855840187603992,130.53474178612112,Rice
66.11436556737328,37.37873185153524,46.427254930382226,22.23880428861567,77.12737921734617,5.760060392942132,369.0296273879276,Rice
63.20934982646569,45.73534168710764,56.41587307958646,31.788543402903276,72.80097255420131,6.096783398568612,390.84112998261065,Rice
94.62028503575921,54.512162128478394,50.316113081797596,22.05065104868079,86.71608049811077,6.894063983691378,267.0288679041789,Rice
82.864507578796,38.399372809808526,70.77971732767747,22.24452498269028,78.09198091010609,6.138154657924625,252.2831136053365,Rice
69.69638929660321,33.445104742176106,64.4248016976653,23.46356663888307,84.53095553556531,5.731544072911303,244.34203055644525,Rice
81.30357730206343,31.554706104672807,53.46417112775683,21.612976123267693,71.58437426181919,6.984940348584917,196.7061534924169,Rice
92.3949778341854,37.63921964291291,67.26010888895718,29.122734318676237,84.8909685151961,6.207364282825237,223.55227424418058,Rice
73.95473066171981,57.88587432743478,73.22477631150917,31.58032292799815,73.10743058713862,6.596301212805466,381.50213704631136,Rice
67.24932264662641,31.994888021003327,69.64482597160236,26.893677358158943,91.04571941895679,5.709658564939434,338.58019355796705,Rice
68.06509280190978,34.90967828597113,46.570631917239716,29.774896642776586,86.629930517405,6.284598137153679,207.64914523705073,Rice
95.08802163252433,41.77335322267906,72.66397757886308,25.269618902842623,79.42361073562269,6.19401967850441,190.41336224924262,Rice
89.90437520705004,45.081611702774374,49.28850780587269,30.794894879294823,79.59728053433028,6.315329291670983,371.94163328936406,Rice
84.96951983655968,33.50694122125092,77.59328494453901,27.532496636857015,78.37264036642715,5.708908108995081,338.2075567810888,Rice
84.80291023714054,46.00383275928965,75.7557033220383,29.46316653469437,73.79187199331878,5.9675831016933225,174.54674194433971,Rice
89.75785170290708,31.005973042073382,62.79558739485266,29.149504228888286,91.91914091904374,6.013122623073861,346.37719140160385,Rice
64.42526947820829,55.39356875203555,45.0995464932793,24.767447486724407,89.93238414448884,5.72487614102316,168.77541856979246,Rice
88.89010273572265,51.601096096382236,65.6459053154119,28.3273813336052,83.5681110836899,5.877698588360429,203.70879805117585,Rice
67.26390867205703,57.25351684000885,63.33567179064482,24.81021700116368,81.55014509110332,6.920925009417723,146.00542093482406,Rice
83.44919328067189,45.17666036653398,64.45816941738592,20.217322205850085,91.80309772360378,6.898177423725419,269.5399550767627,Rice
87.8660329550757,57.67498143531887,68.28954537253594,21.830468514971137,84.40720900417033,6.410072569574284,227.2392013907158,Rice
89.45776942498891,58.03101044307044,77.02274051627106,25.410072456849583,72.83095114601888,6.977261798443502,351.66942593378025,Rice
64.98650724813068,57.625256478521166,74.79585448248514,26.226056685512866,84.78188589362323,6.098504055805195,116.4284916466094,Rice
73.40788966583604,54.085603457940344,40.18528092018411,24.00199006029373,79.95421733977358,6.306093404406885,375.95668492382816,Rice
73.85383977463844,40.40859605688683,69.50004992438994,25.426615290677688,75.61512057349955,6.17865927419904,142.25710611393995,Rice
67.05547946024893,44.95103318218439,56.757017980181914,30.9781508128172,79.05984747791582,6.370882525417065,289.6792863758591,Rice
60.523778263533345,49.906121160501314,47.121438674790056,31.532843809633462,73.71656819382783,6.121936185590536,125.60490042359316,Rice
99.87497007383789,45.065850309937275,63.81540069280175,20.80491772866113,88.74901175997945,5.814858389643379,369.4162868322141,Rice
68.20558561928028,35.720631619909994,41.46198671392379,25.664803341319992,84.12102833156541,5.598562959142528,332.6582850085032,Rice
78.13155338992111,45.7317080798274,57.63050987752912,24.80915673050391,83.99100828270545,5.732860368896069,154.57843914858134,Rice
94.47142484054069,58.38346386400898,54.93237265119012,23.248936077722647,86.09998858097539,6.113101256647145,107.61590669810346,Rice
66.24610389464762,51.47916686542193,66.35695767640605,20.325151910041804,75.54930404832373,5.846612194882107,301.5678230796185,Rice
60.788421510174565,33.123257459537214,71.99664341492758,22.142535944652003,86.31865269629687,5.85727417157009,129.83241782780354,Rice
69.72688763997816,51.66800795566978,74.22785872425143,29.9626383748039,79.92958824046137,6.502127704855969,161.4952886247463,Rice
71.72590921044053,56.89007455563359,40.52007694042944,21.026102370253618,75.19715637865069,5.53979830581073,154.43063052693918,Rice
83.32166243878768,42.642736517774935,75.706868443079,29.80932274086129,78.5454337924469,5.889135150146939,213.90772245018007,Rice
83.6117977005923,38.041909224686286,64.96595631396536,24.912939826294885,83.8011795212995,6.154189793702975,188.3397278625753,Rice
97.93813227848626,52.908173824792826,45.604527030658105,30.421615710774955,82.18577995623784,6.841828340341137,339.95657678419457,Rice
77.00854017876934,30.674079249603523,50.74709437539784,26.499610575930404,85.83695549565368,5.886831528149804,141.80682222184726,Rice
93.39720947197196,59.532065421106566,61.02760729210743,22.06015143017964,76.80768316298422,5.5275860148212,374.2896419681497,Rice
64.71004331560565,47.29549426542761,50.96220882748824,26.650136030189522,86.28550970879661,6.744612705560803,161.92638152818097,Rice
60.43983314633922,34.10656890206422,76.0007456739242,30.486680930750182,84.93532755425771,6.40077529065048,299.5110023638766,Rice
67.01485114493798,57.4323583777488,56.75082099568293,24.59766233899397,82.97294263207094,5.570448950162582,149.88501062682383,Rice
89.52134465705481,32.483960037753796,64.12608437865552,22.94418931617585,79.73239035104942,5.93304060515605,206.70181493948473,Rice
88.76183620736981,38.91365146869525,62.656185611875884,25.712604826389196,86.5917791340662,6.905244608987137,319.7716291630751,Rice
68.59761514363026,30.93549405183854,50.490561771993,27.140935168403058,71.28564533710626,6.244549370801854,279.0528546750668,Rice
73.36975563267843,53.12736611237466,44.263930125350875,20.901653380829707,88.20471890509009,6.243236974309298,306.5207189283208,Rice
77.39309354414985,37.3920609971732,72.76409270696799,29.59299054762775,87.36741177136066,5.908217705844944,277.06920006072613,Rice
74.43895587760107,32.747462199799024,76.69254301848972,21.641823571027537,93.75593384552006,6.169008659436933,155.5398786515859,Rice
81.67603789513433,56.188375076292246,69.28899545638245,29.678733774337395,86.46958416776793,6.538414846776779,354.75869546959575,Rice
69.98672035436743,44.68274890929422,48.84837767278409,31.852016095959762,93.60148349216533,5.559140217052759,311.67255175470655,Rice
97.00993269662663,35.417260353820005,62.717809222105174,30.9858595710565,70.84864946464496,6.546130400870259,189.2047022117652,Rice
96.97584781506121,59.131747354961036,77.77065956453735,25.690570599889565,91.55106627473283,6.766824097802606,195.7301419729767,Rice
93.1566189660271,31.110229041464777,63.85079513928212,22.760106047452435,73.01417214443197,5.615429802443813,308.8866327634419,Rice
73.59499855072265,51.74300314586284,42.614253631957695,23.783484053967324,83.48728230938343,6.6860847472584455,195.62575087962097,Rice
85.03565505748037,56.57933244708562,64.63452752729218,22.795513697043607,70.61001953891345,6.805148310851395,106.38082325511614,Rice
141.22911708789397,61.157485361088476,68.17203095538689,27.987832357736654,79.93802331600013,6.220854178542052,165.07824333966903,Corn
108.13516395264695,59.195024812156355,58.8251638965511,28.736771141863386,79.52250407597886,6.721928096637422,112.66501732510007,Corn
109.49499015939492,69.50329206355566,47.16331437304907,21.104741131313947,60.638664729223294,6.144686789984898,94.44621806839851,Corn
96.3525425734937,41.68372758545448,40.53621804200242,29.877223897360317,62.83319401207587,6.2611919765916175,151.94709240396048,Corn
95.2777721505545,77.99844735800902,63.590350432466565,20.894110023122597,62.52742327354785,6.854941969074598,191.70980334371154,Corn
112.71810578749088,64.53645556842831,45.01101838276226,29.911686261369766,56.950151041503304,6.931278128962151,147.44699734885526,Corn
122.54157564152014,60.50754044066034,46.92009435153276,21.765280320055084,56.61458627210526,6.023725914573105,166.937671035013,Corn
104.50876814167111,42.313707062535855,69.07307890422433,28.83785884963426,77.83256849585639,6.993889387175722,76.0842873829231,Corn
107.73694132318612,70.32953902816365,60.88061854161377,21.53895906339855,74.47499374971854,6.069328686203993,83.57264222339346,Corn
117.58820960253895,63.71759739366813,57.402586235134336,20.914868373977548,76.3238258789114,6.118720051106447,69.42723819242062,Corn
142.2123655908284,78.22605992919014,65.86382851796353,28.09516074724878,69.65725941917066,6.461028844730967,63.048013986711524,Corn
108.59172491494891,54.90754068049256,47.79261351280979,27.23420113688585,64.87627205236312,5.897255459089178,83.0274802924717,Corn
127.8281134561717,43.045234379612005,65.53620742146306,24.951465270139742,64.41759731979944,6.510889341591421,173.70214488877238,Corn
104.34664455315351,67.12064610236254,56.97195891987373,22.670282701694212,76.35889959065474,6.756911225928314,148.76777519876384,Corn
139.54072103659695,74.6917680383921,61.25088930145104,28.37013328363672,70.92414385007851,6.61616892611236,142.79170673227765,Corn
132.69016476903488,46.344204211722946,66.42612277596785,28.718435277452322,50.87741849103678,6.790980100677715,69.33048012101678,Corn
103.45831979813994,69.74033025166432,44.82279688144925,28.17967024119062,74.96402533873226,6.408961280513004,50.95788075752504,Corn
100.09266932224389,64.67707673502969,69.43558534082271,26.318135270166685,57.79410743192479,6.560806843719534,130.99780695737832,Corn
134.58917766058005,44.279225553078334,62.83083707506084,25.412665786761103,78.88976011576983,6.210246599246423,144.89328397009223,Corn
145.24196738570123,44.10038911962717,68.11685461709354,26.878857223008133,52.03511177315516,6.161156280336179,156.22581329679224,Corn
84.71454210281402,63.28681840705093,50.3764917085887,26.20915517767477,51.37226101437538,6.845844167382851,196.02334537660954,Corn
147.8214498699984,69.986073269717,43.90258720391896,27.582631959290225,50.737607493764045,5.826548261834796,98.54153287243119,Corn
114.2050233283266,70.81629671231173,60.49886129819515,24.459027063767483,58.208799988449975,6.996549400189253,113.92719533539594,Corn
111.59709170307728,46.544952847666764,63.84428646249788,26.936822257814885,56.62308838366281,5.898857254739011,152.07489531120694,Corn
125.81578499967947,50.930381079928374,68.5259068675123,21.510578917809003,62.97004403127806,6.932339104201119,112.95909753891834,Corn
124.696816336486,55.90377591851177,48.2264560704601,29.83977647959828,62.28002018945129,6.872919044414961,84.49319088366292,Corn
94.91732928175583,41.24536331538045,59.550004761276554,23.685263437237612,75.93074749518911,6.367851888029868,195.22901418720826,Corn
92.98678609921848,74.74492671822443,63.297905583752254,27.70921844644052,75.34349684350663,6.713228789131598,143.93304824471232,Corn
89.18714143776712,41.30104717965008,67.6254354344706,26.16650314520738,73.89611872928529,6.37782682181506,67.59622834435918,Corn
88.76300545417853,67.42261148915885,52.90917684698388,22.005247267003366,64.74783640224311,5.877050724490161,137.2957102871598,Corn
98.82953831045684,71.90236402548753,49.31085876770722,24.552201490818014,50.34861619724302,5.88693626535347,108.87403346100272,Corn
113.59571843019864,64.00082192477214,48.7498773612791,26.949818861265427,75.80367191567613,6.73582118667202,55.94282380225357,Corn
113.63548630804803,44.197207136726995,47.26135047587582,29.866625932671464,54.2748662870454,6.3986657841416275,142.72336014771787,Corn
129.1725479380873,62.385947339476566,40.29312542257551,23.26461308243992,65.53134930154134,5.9054397989737994,102.59403968137711,Corn
82.32421761539565,43.14313988620083,51.90769828604788,21.327157540430605,67.02622544784674,6.627357962964719,170.08800486636244,Corn
94.0105170971367,46.69930329036279,43.13703521003201,26.364302495436366,71.19427179460703,5.837903373790771,190.43183693655348,Corn
83.63798985560307,61.65185341204282,61.27181558352749,28.709691237460856,71.42260796397284,6.76207369968375,100.9175288814209,Corn
137.03775796225585,43.204593855387,66.84449968181583,25.475923761537363,74.51893309887481,6.34278194142196,146.53665427947874,Corn
116.84818626552791,69.26358087021327,42.44889946091769,20.603520839905638,57.41309702030439,5.991453616135826,180.76753498883025,Corn
95.3449791150631,79.03461023276526,50.10687375313321,21.82117915688699,73.69095521427437,6.590449330601051,124.72935746797084,Corn
118.87544856563419,68.76807113089055,46.853642239938964,29.96333916056742,79.2437948644035,6.580390823616324,79.93136763937177,Corn
127.61597697019039,42.887936359167036,40.91957506617418,22.576828885112135,63.87868870217949,6.841927006490057,159.0753604649462,Corn
131.98945648399868,57.01973337792302,50.378049776408886,23.710387629846025,79.62948691208173,5.8481310296949784,180.05472441836727,Corn
120.50727860006754,57.54461676758362,61.757729812454095,24.866689414247027,76.20269714244982,6.8808422368135105,113.25813903101832,Corn
99.37794580645361,63.69401314373449,67.37090036850073,22.106621890056665,68.68899750690449,6.557872264111024,159.96695336229214,Corn
89.20973795890819,68.63299858728354,67.27097561996924,21.79683108870242,57.12629974771633,6.9656741128499675,77.14654290642346,Corn
139.80695653587054,59.69111425792139,47.41693223209531,28.707499012725116,63.359157650079965,6.417780824715628,103.88500540996486,Corn
121.50655960044492,46.54095490340091,51.73244609955282,29.694123223352875,57.74400298103383,6.588083997449551,98.77850963370423,Corn
134.14311879806206,45.23494642873399,69.09463135235634,24.53789541383639,57.081513900393915,5.888196096796015,75.46368576313111,Corn
116.38417639892123,53.48012705725145,64.86650097647828,24.308875236618057,57.461428177628896,6.540573983924836,156.01658253281687,Corn
91.6929335530665,46.7047686515327,41.10014280800629,27.364020150656405,69.91413582865415,6.369557050899776,176.62556734537958,Corn
136.39691070650372,63.414174575870085,66.04813841539776,22.058412100367683,53.357588581931836,6.123699533820387,58.56302841339723,Corn
117.18186696007224,77.46422769179846,41.180306220055286,21.221099140100268,63.565970848503056,6.920650021033486,97.42341574651257,Corn
115.50643660818747,41.662914362015684,44.45029602886267,29.86630122958847,78.95356089308137,5.805927977121291,192.77176781348584,Corn
124.73839564708503,74.71673178080088,53.64219566901578,25.155960285792503,64.6653974077076,6.600237109055325,70.94768821344694,Corn
82.09815129108746,52.31719766364763,61.1404228820994,22.018534521229483,70.20297299974752,6.963894455328725,64.08510736841276,Corn
127.08214827575884,57.750008772182845,66.04426763132517,21.77149789447386,70.77877856678494,6.805738347577732,191.69213292110348,Corn
127.82736198027521,59.8869905603371,58.53541720603641,28.68904984478718,67.11829239916489,5.836464471636204,189.64230432604666,Corn
128.26687257220928,67.06053543108986,46.47025457193151,26.58885470232657,61.81593216962476,6.5814795724497905,65.98895454619861,Corn
126.04917132221252,79.97654903082666,41.44636116581668,29.771741842213174,62.20723882168612,6.844904140404711,167.357822608741,Corn
119.69113826906676,69.53796837005306,66.35546683904043,24.04140321651033,59.81099484689716,6.601112062676302,171.17689129118878,Corn
133.3599594343631,71.91254595434538,53.06749944438799,28.178342161750216,53.60627166111826,6.453386917553019,50.86379907471824,Corn
102.72100809301892,54.65846139485592,51.88518074827766,26.954672066898624,61.65674303811037,6.3384323471470365,85.63161963114912,Corn
106.12762541405381,49.090785090526055,42.19587771305331,26.03448593381378,70.04638395665049,6.543388415211537,119.52410657008585,Corn
106.58500461254609,74.53334598287302,55.57245355408654,24.791818776297312,50.76926197419307,6.209497393151388,107.02934281787856,Corn
107.91759466278303,63.206894769093296,56.00807640180635,26.079050927934446,72.94649784626385,6.775582886459312,157.71846143397414,Corn
146.88665871684543,40.729303307054465,45.87333957050638,20.075628749781423,69.4242414246381,6.877636658739984,86.5223444864449,Corn
144.89241813574148,42.41069561158243,68.03308080416542,23.516226872396345,53.0426248534765,6.3830461110235905,88.5164851580762,Corn
99.9411031373346,52.29159859705146,64.0907769349799,25.391612766752544,59.339230974680106,6.532400539973102,157.42260113347902,Corn
99.08368005134736,56.541964061014056,43.656582800108424,21.811493495346802,70.43353561894949,6.017726017234752,128.774507550059,Corn
129.63323832057029,44.275076923789754,57.01936658886711,22.565627837013636,78.8878062571274,6.38025477606391,170.89888246627373,Corn
118.51585795093833,41.736501314192765,58.99454126782067,29.514033422066568,68.04835460438994,6.783026631312148,182.63096950226117,Corn
95.96558403642527,48.48179359632907,58.32942966552975,24.110284698067048,75.19583908600161,6.880027748077613,103.01320689540772,Corn
96.58093912821374,71.22102060975448,48.244181066444085,28.226143185136785,62.71214760946289,6.601059879149765,64.33029707520022,Corn
123.67015272736012,58.07070714948917,57.59825389526422,21.680142077448636,72.10621234832547,6.835356493051874,82.51097001361634,Corn
86.70001888641133,40.94554344185346,59.25914501329798,26.070940360887807,66.4009223814221,6.078336515339171,108.6358993858272,Corn
121.61334346303212,59.87067435436678,69.63356560644662,21.36439752556733,70.85433662142782,6.285182521725151,114.22994223884221,Corn
130.23184359607234,67.69744605297478,69.73767981106565,21.28394289454125,53.12328948152499,6.669206580554489,136.75803755096138,Corn
99.19124665918642,43.176774759559464,42.56974748789292,28.941908746641182,55.756019741562284,6.188045874538624,83.9984603340482,Corn
104.84974140823562,42.77695370984374,55.57179372724811,20.676125635922148,74.01069523467085,6.08045449829252,131.0017871906766,Corn
141.6055361293021,66.03509476188776,55.98873359654006,23.243337531153756,59.990057391745935,6.603384346237828,199.12090418317513,Corn
126.3287432894565,62.311336694801,61.919515307177384,24.65205612283718,51.80427027802356,6.474756179053491,193.64379267580702,Corn
